image_id,img_rank,npy_file,patch_rank,patch_idx,row,col,score,pred_label,true_label,correct
456,0,ips_ddr_v1_patches_00_img456.npy,0,3,0,3,2.38281,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,1,24,3,3,2.423404,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,2,26,3,5,1.367603,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,3,36,5,1,0.933201,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,4,25,3,4,0.985151,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,5,2,0,2,0.412019,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,6,46,6,4,0.183374,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,7,45,6,3,0.317311,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,8,43,6,1,0.433502,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,9,27,3,6,0.561627,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,0,3,0,3,2.438762,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,1,23,3,2,1.194292,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,2,25,3,4,1.252086,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,3,24,3,3,1.413068,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,4,2,0,2,1.10863,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,5,18,2,4,0.865337,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,6,43,6,1,0.415113,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,7,6,0,6,0.43757,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,8,35,5,0,0.43757,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,9,13,1,6,0.43757,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,0,2,0,2,2.860079,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,1,25,3,4,1.886805,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,2,16,2,2,1.268894,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,3,17,2,3,0.892974,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,4,45,6,3,0.603069,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,5,43,6,1,0.537235,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,6,27,3,6,0.514891,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,7,6,0,6,0.478685,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,8,35,5,0,0.478685,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,9,34,4,6,0.478685,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,0,45,6,3,2.532613,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,1,24,3,3,2.011694,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,2,10,1,3,1.035923,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,3,23,3,2,1.007439,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,4,26,3,5,0.938759,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,5,16,2,2,0.315604,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,6,3,0,3,0.317963,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,7,6,0,6,0.613335,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,8,13,1,6,0.613335,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,9,14,2,0,0.613335,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,0,45,6,3,2.811207,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,1,24,3,3,2.572985,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,2,10,1,3,1.105035,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,3,16,2,2,0.927295,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,4,11,1,4,0.417813,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,5,13,1,6,0.433133,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,6,0,0,0,0.433133,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,7,7,1,0,0.433133,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,8,6,0,6,0.433133,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,9,5,0,5,0.433133,0,0,1
