image_id,img_rank,npy_file,patch_rank,patch_idx,row,col,score,pred_label,true_label,correct
5238,0,ips_rsna_v1_patches_00_img5238.npy,0,41,5,1,0.175825,1,0,0
5238,0,ips_rsna_v1_patches_00_img5238.npy,1,18,2,2,0.125225,1,0,0
5238,0,ips_rsna_v1_patches_00_img5238.npy,2,38,4,6,0.105177,1,0,0
5238,0,ips_rsna_v1_patches_00_img5238.npy,3,46,5,6,0.102592,1,0,0
5238,0,ips_rsna_v1_patches_00_img5238.npy,4,37,4,5,0.093365,1,0,0
5238,0,ips_rsna_v1_patches_00_img5238.npy,5,25,3,1,0.092796,1,0,0
5238,0,ips_rsna_v1_patches_00_img5238.npy,6,34,4,2,0.088347,1,0,0
5238,0,ips_rsna_v1_patches_00_img5238.npy,7,17,2,1,0.081435,1,0,0
5238,0,ips_rsna_v1_patches_00_img5238.npy,8,21,2,5,0.070659,1,0,0
5238,0,ips_rsna_v1_patches_00_img5238.npy,9,44,5,4,0.064579,1,0,0
912,1,ips_rsna_v1_patches_01_img912.npy,0,36,4,4,0.172602,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,1,28,3,4,0.124659,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,2,52,6,4,0.109593,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,3,40,5,0,0.108803,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,4,4,0,4,0.10863,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,5,61,7,5,0.099081,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,6,41,5,1,0.085442,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,7,44,5,4,0.068251,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,8,33,4,1,0.061527,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,9,34,4,2,0.061413,0,0,1
204,2,ips_rsna_v1_patches_02_img204.npy,0,46,5,6,0.135956,1,1,1
204,2,ips_rsna_v1_patches_02_img204.npy,1,49,6,1,0.131917,1,1,1
204,2,ips_rsna_v1_patches_02_img204.npy,2,28,3,4,0.108851,1,1,1
204,2,ips_rsna_v1_patches_02_img204.npy,3,41,5,1,0.10673,1,1,1
204,2,ips_rsna_v1_patches_02_img204.npy,4,50,6,2,0.102463,1,1,1
204,2,ips_rsna_v1_patches_02_img204.npy,5,26,3,2,0.101144,1,1,1
204,2,ips_rsna_v1_patches_02_img204.npy,6,33,4,1,0.088028,1,1,1
204,2,ips_rsna_v1_patches_02_img204.npy,7,36,4,4,0.079374,1,1,1
204,2,ips_rsna_v1_patches_02_img204.npy,8,54,6,6,0.076711,1,1,1
204,2,ips_rsna_v1_patches_02_img204.npy,9,42,5,2,0.068826,1,1,1
6074,3,ips_rsna_v1_patches_03_img6074.npy,0,25,3,1,0.232021,0,0,1
6074,3,ips_rsna_v1_patches_03_img6074.npy,1,20,2,4,0.140389,0,0,1
6074,3,ips_rsna_v1_patches_03_img6074.npy,2,37,4,5,0.108466,0,0,1
6074,3,ips_rsna_v1_patches_03_img6074.npy,3,42,5,2,0.103124,0,0,1
6074,3,ips_rsna_v1_patches_03_img6074.npy,4,33,4,1,0.093421,0,0,1
6074,3,ips_rsna_v1_patches_03_img6074.npy,5,41,5,1,0.07719,0,0,1
6074,3,ips_rsna_v1_patches_03_img6074.npy,6,34,4,2,0.074846,0,0,1
6074,3,ips_rsna_v1_patches_03_img6074.npy,7,49,6,1,0.072299,0,0,1
6074,3,ips_rsna_v1_patches_03_img6074.npy,8,23,2,7,0.049976,0,0,1
6074,3,ips_rsna_v1_patches_03_img6074.npy,9,12,1,4,0.048268,0,0,1
2253,4,ips_rsna_v1_patches_04_img2253.npy,0,18,2,2,0.239392,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,1,26,3,2,0.196176,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,2,20,2,4,0.133763,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,3,34,4,2,0.086495,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,4,21,2,5,0.084858,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,5,37,4,5,0.073278,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,6,24,3,0,0.054462,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,7,23,2,7,0.046931,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,8,29,3,5,0.043665,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,9,27,3,3,0.04098,1,0,0
