image_id,img_rank,npy_file,patch_rank,patch_idx,row,col,score,pred_label,true_label,correct
5238,0,ips_rsna_v1_patches_00_img5238.npy,0,34,4,2,0.25869,0,0,1
5238,0,ips_rsna_v1_patches_00_img5238.npy,1,38,4,6,0.143242,0,0,1
5238,0,ips_rsna_v1_patches_00_img5238.npy,2,48,6,0,0.098311,0,0,1
5238,0,ips_rsna_v1_patches_00_img5238.npy,3,40,5,0,0.088312,0,0,1
5238,0,ips_rsna_v1_patches_00_img5238.npy,4,2,0,2,0.08691,0,0,1
5238,0,ips_rsna_v1_patches_00_img5238.npy,5,43,5,3,0.079513,0,0,1
5238,0,ips_rsna_v1_patches_00_img5238.npy,6,56,7,0,0.079084,0,0,1
5238,0,ips_rsna_v1_patches_00_img5238.npy,7,29,3,5,0.067005,0,0,1
5238,0,ips_rsna_v1_patches_00_img5238.npy,8,37,4,5,0.052175,0,0,1
5238,0,ips_rsna_v1_patches_00_img5238.npy,9,27,3,3,0.046759,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,0,34,4,2,0.144938,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,1,42,5,2,0.113846,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,2,45,5,5,0.114244,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,3,44,5,4,0.098363,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,4,37,4,5,0.096152,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,5,16,2,0,0.093962,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,6,7,0,7,0.087712,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,7,54,6,6,0.085885,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,8,5,0,5,0.083372,0,0,1
912,1,ips_rsna_v1_patches_01_img912.npy,9,30,3,6,0.081526,0,0,1
204,2,ips_rsna_v1_patches_02_img204.npy,0,46,5,6,0.247416,0,1,0
204,2,ips_rsna_v1_patches_02_img204.npy,1,37,4,5,0.187077,0,1,0
204,2,ips_rsna_v1_patches_02_img204.npy,2,42,5,2,0.186492,0,1,0
204,2,ips_rsna_v1_patches_02_img204.npy,3,50,6,2,0.110282,0,1,0
204,2,ips_rsna_v1_patches_02_img204.npy,4,43,5,3,0.053921,0,1,0
204,2,ips_rsna_v1_patches_02_img204.npy,5,51,6,3,0.053771,0,1,0
204,2,ips_rsna_v1_patches_02_img204.npy,6,48,6,0,0.041378,0,1,0
204,2,ips_rsna_v1_patches_02_img204.npy,7,49,6,1,0.041023,0,1,0
204,2,ips_rsna_v1_patches_02_img204.npy,8,9,1,1,0.039788,0,1,0
204,2,ips_rsna_v1_patches_02_img204.npy,9,45,5,5,0.038852,0,1,0
6074,3,ips_rsna_v1_patches_03_img6074.npy,0,34,4,2,0.403712,1,0,0
6074,3,ips_rsna_v1_patches_03_img6074.npy,1,37,4,5,0.110324,1,0,0
6074,3,ips_rsna_v1_patches_03_img6074.npy,2,42,5,2,0.072701,1,0,0
6074,3,ips_rsna_v1_patches_03_img6074.npy,3,41,5,1,0.064875,1,0,0
6074,3,ips_rsna_v1_patches_03_img6074.npy,4,26,3,2,0.062992,1,0,0
6074,3,ips_rsna_v1_patches_03_img6074.npy,5,45,5,5,0.063524,1,0,0
6074,3,ips_rsna_v1_patches_03_img6074.npy,6,33,4,1,0.061883,1,0,0
6074,3,ips_rsna_v1_patches_03_img6074.npy,7,56,7,0,0.061126,1,0,0
6074,3,ips_rsna_v1_patches_03_img6074.npy,8,20,2,4,0.05129,1,0,0
6074,3,ips_rsna_v1_patches_03_img6074.npy,9,13,1,5,0.047571,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,0,21,2,5,0.27659,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,1,19,2,3,0.142662,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,2,29,3,5,0.12024,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,3,22,2,6,0.082509,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,4,2,0,2,0.074959,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,5,63,7,7,0.07442,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,6,0,0,0,0.059804,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,7,34,4,2,0.059568,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,8,56,7,0,0.058277,1,0,0
2253,4,ips_rsna_v1_patches_04_img2253.npy,9,48,6,0,0.050971,1,0,0
