image_id,img_rank,npy_file,patch_rank,patch_idx,scale,row,col,score,pred_label,true_label,correct
456,0,msips_ddr_v1_patches_00_img456.npy,0,24,0,3,3,0.283454,0,0,1
456,0,msips_ddr_v1_patches_00_img456.npy,1,141,1,6,8,0.11367,0,0,1
456,0,msips_ddr_v1_patches_00_img456.npy,2,31,0,4,3,0.091088,0,0,1
456,0,msips_ddr_v1_patches_00_img456.npy,3,179,1,9,4,0.081348,0,0,1
456,0,msips_ddr_v1_patches_00_img456.npy,4,154,1,7,7,0.079969,0,0,1
456,0,msips_ddr_v1_patches_00_img456.npy,5,39,0,5,4,0.078096,0,0,1
456,0,msips_ddr_v1_patches_00_img456.npy,6,182,1,9,7,0.069132,0,0,1
456,0,msips_ddr_v1_patches_00_img456.npy,7,9,0,1,2,0.068446,0,0,1
456,0,msips_ddr_v1_patches_00_img456.npy,8,167,1,8,6,0.067428,0,0,1
456,0,msips_ddr_v1_patches_00_img456.npy,9,45,0,6,3,0.06737,0,0,1
102,1,msips_ddr_v1_patches_01_img102.npy,0,24,0,3,3,0.220211,0,0,1
102,1,msips_ddr_v1_patches_01_img102.npy,1,4,0,0,4,0.194867,0,0,1
102,1,msips_ddr_v1_patches_01_img102.npy,2,23,0,3,2,0.136723,0,0,1
102,1,msips_ddr_v1_patches_01_img102.npy,3,2,0,0,2,0.097443,0,0,1
102,1,msips_ddr_v1_patches_01_img102.npy,4,3,0,0,3,0.065572,0,0,1
102,1,msips_ddr_v1_patches_01_img102.npy,5,142,1,6,9,0.065289,0,0,1
102,1,msips_ddr_v1_patches_01_img102.npy,6,45,0,6,3,0.06394,0,0,1
102,1,msips_ddr_v1_patches_01_img102.npy,7,17,0,2,3,0.060996,0,0,1
102,1,msips_ddr_v1_patches_01_img102.npy,8,9,0,1,2,0.054951,0,0,1
102,1,msips_ddr_v1_patches_01_img102.npy,9,44,0,6,2,0.040007,0,0,1
1126,2,msips_ddr_v1_patches_02_img1126.npy,0,25,0,3,4,0.252011,0,0,1
1126,2,msips_ddr_v1_patches_02_img1126.npy,1,2,0,0,2,0.158809,0,0,1
1126,2,msips_ddr_v1_patches_02_img1126.npy,2,45,0,6,3,0.120065,0,0,1
1126,2,msips_ddr_v1_patches_02_img1126.npy,3,24,0,3,3,0.114162,0,0,1
1126,2,msips_ddr_v1_patches_02_img1126.npy,4,4,0,0,4,0.110465,0,0,1
1126,2,msips_ddr_v1_patches_02_img1126.npy,5,37,0,5,2,0.050301,0,0,1
1126,2,msips_ddr_v1_patches_02_img1126.npy,6,94,1,3,3,0.050156,0,0,1
1126,2,msips_ddr_v1_patches_02_img1126.npy,7,12,0,1,5,0.049229,0,0,1
1126,2,msips_ddr_v1_patches_02_img1126.npy,8,137,1,6,4,0.047872,0,0,1
1126,2,msips_ddr_v1_patches_02_img1126.npy,9,44,0,6,2,0.04693,0,0,1
1003,3,msips_ddr_v1_patches_03_img1003.npy,0,24,0,3,3,0.408197,0,0,1
1003,3,msips_ddr_v1_patches_03_img1003.npy,1,45,0,6,3,0.148699,0,0,1
1003,3,msips_ddr_v1_patches_03_img1003.npy,2,46,0,6,4,0.107245,0,0,1
1003,3,msips_ddr_v1_patches_03_img1003.npy,3,3,0,0,3,0.086597,0,0,1
1003,3,msips_ddr_v1_patches_03_img1003.npy,4,154,1,7,7,0.077839,0,0,1
1003,3,msips_ddr_v1_patches_03_img1003.npy,5,30,0,4,2,0.044771,0,0,1
1003,3,msips_ddr_v1_patches_03_img1003.npy,6,38,0,5,3,0.033677,0,0,1
1003,3,msips_ddr_v1_patches_03_img1003.npy,7,114,1,4,9,0.033001,0,0,1
1003,3,msips_ddr_v1_patches_03_img1003.npy,8,171,1,8,10,0.030462,0,0,1
1003,3,msips_ddr_v1_patches_03_img1003.npy,9,26,0,3,5,0.029512,0,0,1
914,4,msips_ddr_v1_patches_04_img914.npy,0,24,0,3,3,0.349884,0,0,1
914,4,msips_ddr_v1_patches_04_img914.npy,1,11,0,1,4,0.220353,0,0,1
914,4,msips_ddr_v1_patches_04_img914.npy,2,45,0,6,3,0.111054,0,0,1
914,4,msips_ddr_v1_patches_04_img914.npy,3,10,0,1,3,0.110198,0,0,1
914,4,msips_ddr_v1_patches_04_img914.npy,4,46,0,6,4,0.055523,0,0,1
914,4,msips_ddr_v1_patches_04_img914.npy,5,17,0,2,3,0.03277,0,0,1
914,4,msips_ddr_v1_patches_04_img914.npy,6,31,0,4,3,0.032499,0,0,1
914,4,msips_ddr_v1_patches_04_img914.npy,7,3,0,0,3,0.029956,0,0,1
914,4,msips_ddr_v1_patches_04_img914.npy,8,38,0,5,3,0.029186,0,0,1
914,4,msips_ddr_v1_patches_04_img914.npy,9,224,1,12,7,0.028577,0,0,1
