image_id,img_rank,npy_file,patch_rank,fine_row,fine_col,score,pred_label,true_label,correct
456,0,hmsips_ddr_v1_patches_00_img456.npy,0,784,336,0.148751,0,0,1
456,0,hmsips_ddr_v1_patches_00_img456.npy,1,448,336,0.147204,0,0,1
456,0,hmsips_ddr_v1_patches_00_img456.npy,2,560,224,0.116685,0,0,1
456,0,hmsips_ddr_v1_patches_00_img456.npy,3,448,224,0.103665,0,0,1
456,0,hmsips_ddr_v1_patches_00_img456.npy,4,336,448,0.104059,0,0,1
456,0,hmsips_ddr_v1_patches_00_img456.npy,5,672,336,0.094708,0,0,1
456,0,hmsips_ddr_v1_patches_00_img456.npy,6,224,224,0.089515,0,0,1
456,0,hmsips_ddr_v1_patches_00_img456.npy,7,224,560,0.068109,0,0,1
456,0,hmsips_ddr_v1_patches_00_img456.npy,8,336,560,0.063187,0,0,1
456,0,hmsips_ddr_v1_patches_00_img456.npy,9,336,336,0.064117,0,0,1
102,1,hmsips_ddr_v1_patches_01_img102.npy,0,112,336,0.2096,0,0,1
102,1,hmsips_ddr_v1_patches_01_img102.npy,1,0,336,0.124728,0,0,1
102,1,hmsips_ddr_v1_patches_01_img102.npy,2,224,560,0.100409,0,0,1
102,1,hmsips_ddr_v1_patches_01_img102.npy,3,224,336,0.097002,0,0,1
102,1,hmsips_ddr_v1_patches_01_img102.npy,4,448,224,0.095383,0,0,1
102,1,hmsips_ddr_v1_patches_01_img102.npy,5,224,448,0.077358,0,0,1
102,1,hmsips_ddr_v1_patches_01_img102.npy,6,336,336,0.076506,0,0,1
102,1,hmsips_ddr_v1_patches_01_img102.npy,7,336,224,0.077023,0,0,1
102,1,hmsips_ddr_v1_patches_01_img102.npy,8,336,560,0.072121,0,0,1
102,1,hmsips_ddr_v1_patches_01_img102.npy,9,224,224,0.069871,0,0,1
1126,2,hmsips_ddr_v1_patches_02_img1126.npy,0,448,448,0.285217,0,0,1
1126,2,hmsips_ddr_v1_patches_02_img1126.npy,1,672,112,0.100154,0,0,1
1126,2,hmsips_ddr_v1_patches_02_img1126.npy,2,560,560,0.08102,0,0,1
1126,2,hmsips_ddr_v1_patches_02_img1126.npy,3,560,448,0.079061,0,0,1
1126,2,hmsips_ddr_v1_patches_02_img1126.npy,4,0,0,0.075758,0,0,1
1126,2,hmsips_ddr_v1_patches_02_img1126.npy,5,784,112,0.075758,0,0,1
1126,2,hmsips_ddr_v1_patches_02_img1126.npy,6,0,112,0.075758,0,0,1
1126,2,hmsips_ddr_v1_patches_02_img1126.npy,7,112,0,0.075758,0,0,1
1126,2,hmsips_ddr_v1_patches_02_img1126.npy,8,672,0,0.075758,0,0,1
1126,2,hmsips_ddr_v1_patches_02_img1126.npy,9,784,0,0.075758,0,0,1
1003,3,hmsips_ddr_v1_patches_03_img1003.npy,0,224,224,0.172688,0,0,1
1003,3,hmsips_ddr_v1_patches_03_img1003.npy,1,448,448,0.157199,0,0,1
1003,3,hmsips_ddr_v1_patches_03_img1003.npy,2,112,448,0.121273,0,0,1
1003,3,hmsips_ddr_v1_patches_03_img1003.npy,3,448,224,0.112887,0,0,1
1003,3,hmsips_ddr_v1_patches_03_img1003.npy,4,336,224,0.108187,0,0,1
1003,3,hmsips_ddr_v1_patches_03_img1003.npy,5,448,560,0.105037,0,0,1
1003,3,hmsips_ddr_v1_patches_03_img1003.npy,6,448,336,0.066059,0,0,1
1003,3,hmsips_ddr_v1_patches_03_img1003.npy,7,560,224,0.051756,0,0,1
1003,3,hmsips_ddr_v1_patches_03_img1003.npy,8,336,336,0.055094,0,0,1
1003,3,hmsips_ddr_v1_patches_03_img1003.npy,9,560,336,0.049821,0,0,1
914,4,hmsips_ddr_v1_patches_04_img914.npy,0,784,448,0.213207,0,0,1
914,4,hmsips_ddr_v1_patches_04_img914.npy,1,448,448,0.178175,0,0,1
914,4,hmsips_ddr_v1_patches_04_img914.npy,2,672,448,0.115983,0,0,1
914,4,hmsips_ddr_v1_patches_04_img914.npy,3,224,224,0.115671,0,0,1
914,4,hmsips_ddr_v1_patches_04_img914.npy,4,224,448,0.10187,0,0,1
914,4,hmsips_ddr_v1_patches_04_img914.npy,5,336,224,0.065345,0,0,1
914,4,hmsips_ddr_v1_patches_04_img914.npy,6,224,336,0.058368,0,0,1
914,4,hmsips_ddr_v1_patches_04_img914.npy,7,560,448,0.05846,0,0,1
914,4,hmsips_ddr_v1_patches_04_img914.npy,8,336,336,0.046872,0,0,1
914,4,hmsips_ddr_v1_patches_04_img914.npy,9,672,560,0.046049,0,0,1
