image_id,img_rank,npy_file,patch_rank,patch_idx,row,col,score,pred_label,true_label,correct
456,0,ips_ddr_v1_patches_00_img456.npy,0,24,3,3,0.553693,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,1,31,4,3,0.158312,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,2,25,3,4,0.046699,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,3,23,3,2,0.048845,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,4,36,5,1,0.047614,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,5,17,2,3,0.032374,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,6,45,6,3,0.034379,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,7,30,4,2,0.029559,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,8,2,0,2,0.027085,0,0,1
456,0,ips_ddr_v1_patches_00_img456.npy,9,9,1,2,0.021441,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,0,24,3,3,0.541112,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,1,23,3,2,0.133453,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,2,3,0,3,0.04953,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,3,45,6,3,0.051353,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,4,30,4,2,0.043906,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,5,17,2,3,0.043264,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,6,18,2,4,0.037358,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,7,39,5,4,0.03642,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,8,22,3,1,0.030126,0,0,1
102,1,ips_ddr_v1_patches_01_img102.npy,9,26,3,5,0.033479,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,0,25,3,4,0.393071,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,1,24,3,3,0.205018,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,2,37,5,2,0.082445,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,3,9,1,2,0.068954,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,4,30,4,2,0.048344,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,5,22,3,1,0.043213,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,6,23,3,2,0.041079,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,7,45,6,3,0.041734,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,8,10,1,3,0.039966,0,0,1
1126,2,ips_ddr_v1_patches_02_img1126.npy,9,46,6,4,0.036176,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,0,24,3,3,0.61189,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,1,45,6,3,0.09125,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,2,26,3,5,0.058137,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,3,23,3,2,0.063383,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,4,3,0,3,0.052136,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,5,18,2,4,0.025648,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,6,31,4,3,0.027376,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,7,10,1,3,0.02507,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,8,30,4,2,0.024375,0,0,1
1003,3,ips_ddr_v1_patches_03_img1003.npy,9,15,2,1,0.020736,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,0,24,3,3,0.457866,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,1,45,6,3,0.149405,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,2,17,2,3,0.07853,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,3,11,1,4,0.063674,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,4,19,2,5,0.062145,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,5,10,1,3,0.057308,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,6,22,3,1,0.051047,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,7,33,4,5,0.030789,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,8,25,3,4,0.024679,0,0,1
914,4,ips_ddr_v1_patches_04_img914.npy,9,3,0,3,0.024557,0,0,1
