image_id,img_rank,npy_file,patch_rank,fine_row,fine_col,score,pred_label,true_label,correct
654,0,hmsips_node21_v1_patches_00_img654.npy,0,384,768,0.119376,0,0,1
654,0,hmsips_node21_v1_patches_00_img654.npy,1,256,256,0.109278,0,0,1
654,0,hmsips_node21_v1_patches_00_img654.npy,2,256,768,0.108973,0,0,1
654,0,hmsips_node21_v1_patches_00_img654.npy,3,384,256,0.107291,0,0,1
654,0,hmsips_node21_v1_patches_00_img654.npy,4,384,896,0.09518,0,0,1
654,0,hmsips_node21_v1_patches_00_img654.npy,5,768,128,0.092111,0,0,1
654,0,hmsips_node21_v1_patches_00_img654.npy,6,768,256,0.092021,0,0,1
654,0,hmsips_node21_v1_patches_00_img654.npy,7,896,384,0.091959,0,0,1
654,0,hmsips_node21_v1_patches_00_img654.npy,8,896,128,0.091932,0,0,1
654,0,hmsips_node21_v1_patches_00_img654.npy,9,896,0,0.091878,0,0,1
114,1,hmsips_node21_v1_patches_01_img114.npy,0,768,512,0.102123,1,1,1
114,1,hmsips_node21_v1_patches_01_img114.npy,1,896,384,0.101347,1,1,1
114,1,hmsips_node21_v1_patches_01_img114.npy,2,896,512,0.101274,1,1,1
114,1,hmsips_node21_v1_patches_01_img114.npy,3,896,256,0.101228,1,1,1
114,1,hmsips_node21_v1_patches_01_img114.npy,4,896,768,0.100782,1,1,1
114,1,hmsips_node21_v1_patches_01_img114.npy,5,768,384,0.100586,1,1,1
114,1,hmsips_node21_v1_patches_01_img114.npy,6,768,256,0.100155,1,1,1
114,1,hmsips_node21_v1_patches_01_img114.npy,7,896,640,0.100143,1,1,1
114,1,hmsips_node21_v1_patches_01_img114.npy,8,384,896,0.098972,1,1,1
114,1,hmsips_node21_v1_patches_01_img114.npy,9,256,768,0.093389,1,1,1
25,2,hmsips_node21_v1_patches_02_img25.npy,0,0,384,0.107515,1,1,1
25,2,hmsips_node21_v1_patches_02_img25.npy,1,0,256,0.107319,1,1,1
25,2,hmsips_node21_v1_patches_02_img25.npy,2,768,512,0.104338,1,1,1
25,2,hmsips_node21_v1_patches_02_img25.npy,3,768,128,0.103035,1,1,1
25,2,hmsips_node21_v1_patches_02_img25.npy,4,768,0,0.101613,1,1,1
25,2,hmsips_node21_v1_patches_02_img25.npy,5,768,384,0.099217,1,1,1
25,2,hmsips_node21_v1_patches_02_img25.npy,6,768,256,0.096237,1,1,1
25,2,hmsips_node21_v1_patches_02_img25.npy,7,896,0,0.093608,1,1,1
25,2,hmsips_node21_v1_patches_02_img25.npy,8,896,640,0.093579,1,1,1
25,2,hmsips_node21_v1_patches_02_img25.npy,9,896,256,0.093537,1,1,1
759,3,hmsips_node21_v1_patches_03_img759.npy,0,256,384,0.128584,0,0,1
759,3,hmsips_node21_v1_patches_03_img759.npy,1,640,768,0.122881,0,0,1
759,3,hmsips_node21_v1_patches_03_img759.npy,2,512,256,0.114029,0,0,1
759,3,hmsips_node21_v1_patches_03_img759.npy,3,384,384,0.102555,0,0,1
759,3,hmsips_node21_v1_patches_03_img759.npy,4,640,256,0.100094,0,0,1
759,3,hmsips_node21_v1_patches_03_img759.npy,5,512,768,0.090956,0,0,1
759,3,hmsips_node21_v1_patches_03_img759.npy,6,512,896,0.089363,0,0,1
759,3,hmsips_node21_v1_patches_03_img759.npy,7,640,896,0.088881,0,0,1
759,3,hmsips_node21_v1_patches_03_img759.npy,8,384,0,0.081525,0,0,1
759,3,hmsips_node21_v1_patches_03_img759.npy,9,640,384,0.081132,0,0,1
281,4,hmsips_node21_v1_patches_04_img281.npy,0,512,768,0.116347,0,0,1
281,4,hmsips_node21_v1_patches_04_img281.npy,1,256,384,0.113868,0,0,1
281,4,hmsips_node21_v1_patches_04_img281.npy,2,384,768,0.112232,0,0,1
281,4,hmsips_node21_v1_patches_04_img281.npy,3,256,768,0.109873,0,0,1
281,4,hmsips_node21_v1_patches_04_img281.npy,4,256,256,0.09918,0,0,1
281,4,hmsips_node21_v1_patches_04_img281.npy,5,640,768,0.096089,0,0,1
281,4,hmsips_node21_v1_patches_04_img281.npy,6,640,896,0.095104,0,0,1
281,4,hmsips_node21_v1_patches_04_img281.npy,7,384,256,0.091657,0,0,1
281,4,hmsips_node21_v1_patches_04_img281.npy,8,384,384,0.084173,0,0,1
281,4,hmsips_node21_v1_patches_04_img281.npy,9,896,640,0.081477,0,0,1
