image_id,img_rank,npy_file,patch_rank,patch_idx,row,col,score,pred_label,true_label,correct
654,0,ips_node21_v1_patches_00_img654.npy,0,7,0,7,2.829594,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,1,45,5,5,2.414141,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,2,16,2,0,0.627573,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,3,32,4,0,0.616271,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,4,8,1,0,0.615988,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,5,24,3,0,0.606976,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,6,40,5,0,0.606958,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,7,0,0,0,0.579424,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,8,26,3,2,0.525536,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,9,48,6,0,0.577538,0,0,1
114,1,ips_node21_v1_patches_01_img114.npy,0,11,1,3,3.092557,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,1,0,0,0,1.58368,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,2,37,4,5,0.605308,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,3,5,0,5,0.847798,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,4,48,6,0,0.682787,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,5,47,5,7,0.681757,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,6,39,4,7,0.65224,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,7,2,0,2,0.627193,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,8,4,0,4,0.615977,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,9,3,0,3,0.610704,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,0,37,4,5,3.992828,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,1,59,7,3,0.787955,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,2,60,7,4,0.676551,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,3,57,7,1,0.651088,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,4,58,7,2,0.639332,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,5,61,7,5,0.627487,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,6,56,7,0,0.624991,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,7,7,0,7,0.667822,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,8,0,0,0,0.66689,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,9,6,0,6,0.665054,1,1,1
759,3,ips_node21_v1_patches_03_img759.npy,0,37,4,5,2.483649,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,1,6,0,6,1.229491,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,2,20,2,4,1.124614,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,3,28,3,4,0.781672,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,4,21,2,5,0.680332,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,5,24,3,0,0.74435,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,6,32,4,0,0.742339,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,7,47,5,7,0.738336,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,8,48,6,0,0.738288,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,9,40,5,0,0.736929,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,0,32,4,0,5.359032,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,1,5,0,5,0.664066,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,2,20,2,4,0.707199,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,3,28,3,4,0.626993,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,4,63,7,7,0.506097,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,5,4,0,4,0.439429,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,6,47,5,7,0.437523,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,7,39,4,7,0.420646,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,8,34,4,2,0.440572,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,9,62,7,6,0.398444,0,0,1
