image_id,img_rank,npy_file,patch_rank,patch_idx,row,col,score,pred_label,true_label,correct
654,0,ips_node21_v1_patches_00_img654.npy,0,50,6,2,0.203387,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,1,49,6,1,0.192237,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,2,57,7,1,0.135282,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,3,54,6,6,0.089034,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,4,21,2,5,0.071113,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,5,18,2,2,0.070949,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,6,6,0,6,0.060592,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,7,33,4,1,0.060034,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,8,53,6,5,0.059721,0,0,1
654,0,ips_node21_v1_patches_00_img654.npy,9,56,7,0,0.057649,0,0,1
114,1,ips_node21_v1_patches_01_img114.npy,0,58,7,2,0.246496,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,1,59,7,3,0.168726,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,2,21,2,5,0.108799,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,3,26,3,2,0.108545,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,4,5,0,5,0.093331,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,5,2,0,2,0.074612,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,6,7,0,7,0.063038,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,7,18,2,2,0.051944,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,8,6,0,6,0.046961,1,1,1
114,1,ips_node21_v1_patches_01_img114.npy,9,34,4,2,0.037548,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,0,62,7,6,0.105898,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,1,63,7,7,0.105647,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,2,7,0,7,0.100704,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,3,56,7,0,0.099966,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,4,61,7,5,0.099402,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,5,58,7,2,0.098296,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,6,57,7,1,0.09795,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,7,0,0,0,0.097898,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,8,60,7,4,0.097304,1,1,1
25,2,ips_node21_v1_patches_02_img25.npy,9,59,7,3,0.096935,1,1,1
759,3,ips_node21_v1_patches_03_img759.npy,0,58,7,2,0.134988,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,1,57,7,1,0.134491,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,2,39,4,7,0.123284,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,3,63,7,7,0.122032,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,4,55,6,7,0.115499,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,5,47,5,7,0.080811,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,6,42,5,2,0.073916,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,7,2,0,2,0.073498,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,8,4,0,4,0.071176,0,0,1
759,3,ips_node21_v1_patches_03_img759.npy,9,23,2,7,0.070305,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,0,59,7,3,0.230273,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,1,58,7,2,0.215538,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,2,63,7,7,0.078909,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,3,18,2,2,0.074393,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,4,41,5,1,0.074345,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,5,26,3,2,0.074036,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,6,33,4,1,0.072328,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,7,34,4,2,0.072343,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,8,21,2,5,0.062654,0,0,1
281,4,ips_node21_v1_patches_04_img281.npy,9,60,7,4,0.045181,0,0,1
