image_id,img_rank,npy_file,patch_rank,fine_row,fine_col,score,pred_label,true_label,correct
5238,0,hmsips_rsna_v1_patches_00_img5238.npy,0,640,768,0.377336,0,0,1
5238,0,hmsips_rsna_v1_patches_00_img5238.npy,1,512,768,0.163071,0,0,1
5238,0,hmsips_rsna_v1_patches_00_img5238.npy,2,640,384,0.115082,0,0,1
5238,0,hmsips_rsna_v1_patches_00_img5238.npy,3,512,256,0.10602,0,0,1
5238,0,hmsips_rsna_v1_patches_00_img5238.npy,4,640,256,0.105314,0,0,1
5238,0,hmsips_rsna_v1_patches_00_img5238.npy,5,256,256,0.046333,0,0,1
5238,0,hmsips_rsna_v1_patches_00_img5238.npy,6,384,256,0.034721,0,0,1
5238,0,hmsips_rsna_v1_patches_00_img5238.npy,7,512,384,0.02543,0,0,1
5238,0,hmsips_rsna_v1_patches_00_img5238.npy,8,384,384,0.019426,0,0,1
5238,0,hmsips_rsna_v1_patches_00_img5238.npy,9,256,384,0.007268,0,0,1
912,1,hmsips_rsna_v1_patches_01_img912.npy,0,640,256,0.23066,0,0,1
912,1,hmsips_rsna_v1_patches_01_img912.npy,1,512,256,0.135942,0,0,1
912,1,hmsips_rsna_v1_patches_01_img912.npy,2,640,512,0.129708,0,0,1
912,1,hmsips_rsna_v1_patches_01_img912.npy,3,640,640,0.109802,0,0,1
912,1,hmsips_rsna_v1_patches_01_img912.npy,4,384,256,0.097879,0,0,1
912,1,hmsips_rsna_v1_patches_01_img912.npy,5,768,640,0.090804,0,0,1
912,1,hmsips_rsna_v1_patches_01_img912.npy,6,768,512,0.088031,0,0,1
912,1,hmsips_rsna_v1_patches_01_img912.npy,7,256,256,0.054514,0,0,1
912,1,hmsips_rsna_v1_patches_01_img912.npy,8,512,640,0.041638,0,0,1
912,1,hmsips_rsna_v1_patches_01_img912.npy,9,384,384,0.021021,0,0,1
204,2,hmsips_rsna_v1_patches_02_img204.npy,0,768,256,0.329609,0,1,0
204,2,hmsips_rsna_v1_patches_02_img204.npy,1,640,256,0.240199,0,1,0
204,2,hmsips_rsna_v1_patches_02_img204.npy,2,512,640,0.173558,0,1,0
204,2,hmsips_rsna_v1_patches_02_img204.npy,3,640,640,0.069628,0,1,0
204,2,hmsips_rsna_v1_patches_02_img204.npy,4,512,256,0.059866,0,1,0
204,2,hmsips_rsna_v1_patches_02_img204.npy,5,640,384,0.057864,0,1,0
204,2,hmsips_rsna_v1_patches_02_img204.npy,6,384,768,0.037704,0,1,0
204,2,hmsips_rsna_v1_patches_02_img204.npy,7,768,384,0.024965,0,1,0
204,2,hmsips_rsna_v1_patches_02_img204.npy,8,512,384,0.003572,0,1,0
204,2,hmsips_rsna_v1_patches_02_img204.npy,9,256,896,0.003035,0,1,0
6074,3,hmsips_rsna_v1_patches_03_img6074.npy,0,640,256,0.227071,1,0,0
6074,3,hmsips_rsna_v1_patches_03_img6074.npy,1,512,640,0.213572,1,0,0
6074,3,hmsips_rsna_v1_patches_03_img6074.npy,2,512,256,0.181271,1,0,0
6074,3,hmsips_rsna_v1_patches_03_img6074.npy,3,384,256,0.084497,1,0,0
6074,3,hmsips_rsna_v1_patches_03_img6074.npy,4,384,640,0.080269,1,0,0
6074,3,hmsips_rsna_v1_patches_03_img6074.npy,5,256,512,0.065328,1,0,0
6074,3,hmsips_rsna_v1_patches_03_img6074.npy,6,640,640,0.063953,1,0,0
6074,3,hmsips_rsna_v1_patches_03_img6074.npy,7,384,512,0.045614,1,0,0
6074,3,hmsips_rsna_v1_patches_03_img6074.npy,8,256,384,0.021851,1,0,0
6074,3,hmsips_rsna_v1_patches_03_img6074.npy,9,256,256,0.016574,1,0,0
2253,4,hmsips_rsna_v1_patches_04_img2253.npy,0,256,640,0.344704,1,0,0
2253,4,hmsips_rsna_v1_patches_04_img2253.npy,1,256,384,0.213018,1,0,0
2253,4,hmsips_rsna_v1_patches_04_img2253.npy,2,384,256,0.147412,1,0,0
2253,4,hmsips_rsna_v1_patches_04_img2253.npy,3,384,640,0.088446,1,0,0
2253,4,hmsips_rsna_v1_patches_04_img2253.npy,4,512,256,0.05942,1,0,0
2253,4,hmsips_rsna_v1_patches_04_img2253.npy,5,384,384,0.057244,1,0,0
2253,4,hmsips_rsna_v1_patches_04_img2253.npy,6,256,256,0.054816,1,0,0
2253,4,hmsips_rsna_v1_patches_04_img2253.npy,7,384,512,0.020538,1,0,0
2253,4,hmsips_rsna_v1_patches_04_img2253.npy,8,640,384,0.010633,1,0,0
2253,4,hmsips_rsna_v1_patches_04_img2253.npy,9,512,384,0.003769,1,0,0
